Ruta_SAK,Semana,TotalSales
7742,4,1647.0000
7742,5,329.4000
7742,6,658.8000
7742,7,329.4000
7743,8,329.4000
7743,9,329.4000
7744,5,329.4000
7744,8,658.8000
7744,9,1317.6000
7745,7,2305.8000
7746,5,362.1200
7746,6,362.1200
7746,8,329.4000
7746,9,658.8000
7747,3,988.2000
7747,4,3326.7200
7747,5,1647.0000
7747,8,3294.0000
7747,9,329.4000
7748,4,362.1200
7749,3,1647.0000
7749,4,1976.4000
7749,5,2848.8700
7749,6,2338.5200
7749,7,1679.7200
7750,4,988.2000
7750,5,658.8000
7750,8,658.8000
7750,9,329.4000
7751,4,362.1200
7751,5,362.1200
7751,7,329.4000
7751,8,1647.0000
7751,9,1317.6000
7752,4,658.8000
7752,5,3326.7200
7752,6,1317.6000
7752,7,658.8000
7752,8,3623.4000
7752,9,1317.6000
7753,3,2635.2000
7753,4,4973.7200
7753,5,2305.8000
7753,6,1976.4000
7753,7,2305.8000
7753,8,3985.5200
7753,9,1647.0000
7754,3,691.5200
7754,4,329.4000
7754,5,329.4000
7754,6,329.4000
7754,9,329.4000
7755,4,1317.6000
7755,5,988.2000
7755,6,1317.6000
7755,7,1976.4000
7755,8,988.2000
7755,9,1317.6000
7756,3,1647.0000
7756,4,2964.6000
7756,5,2964.6000
7756,6,1317.6000
7756,7,1317.6000
7756,8,5303.1200
7756,9,1647.0000
7758,3,329.4000
7758,4,1317.6000
7758,5,988.2000
7758,8,1317.6000
7758,9,988.2000
7759,3,329.4000
7759,4,1976.4000
7759,5,1647.0000
7759,6,1350.3200
7759,7,1679.7200
7759,8,1317.6000
7759,9,988.2000
7760,4,362.1200
7760,5,329.4000
7760,6,1317.6000
7760,7,658.8000
7761,3,988.2000
7761,4,1647.0000
7761,5,1976.4000
7761,6,658.8000
7761,7,658.8000
7761,8,1976.4000
7761,9,988.2000
7762,8,329.4000
7762,9,329.4000
7763,3,988.2000
7763,4,1350.3200
7763,5,2667.9200
7763,8,2997.3200
7763,9,2964.6000
7764,3,329.4000
7764,4,3656.1200
7764,5,1647.0000
7764,6,1317.6000
7764,7,2338.5200
7764,8,2964.6000
7765,5,2305.8000
7766,4,3294.0000
7766,5,4611.6000
7766,6,2667.9200
7766,7,3688.8400
7766,8,3623.4000
7766,9,1976.4000
7767,3,1647.0000
7767,4,1647.0000
7767,5,2635.2000
7767,6,2009.1200
7767,7,1350.3200
7767,8,2667.9200
7767,9,3952.8000
7768,3,2338.5200
7768,4,3326.7200
7768,5,3062.7600
7768,6,3294.0000
7768,7,1647.0000
7769,3,658.8000
7769,4,1350.3200
7769,5,2009.1200
7769,6,1976.4000
7769,7,658.8000
7769,8,2997.3200
7770,3,988.2000
7770,4,2009.1200
7770,5,1679.7200
7770,6,362.1200
7770,8,1317.6000
7770,9,1317.6000
7771,3,329.4000
7771,4,2964.6000
7771,5,4282.2000
7771,6,1317.6000
7771,7,1317.6000
7771,8,362.1200
7772,3,329.4000
7772,4,988.2000
7772,5,658.8000
7772,8,988.2000
7772,9,658.8000
7773,4,10523.5200
7773,5,9408.0000
7773,6,9408.0000
7773,7,9408.0000
7773,8,28224.0000
7773,9,45283.2000
7774,3,18816.0000
7774,4,9408.0000
7774,5,18816.0000
7774,6,9408.0000
7774,9,72036.4800
7777,8,9408.0000
7779,3,34755.8400
7779,4,9408.0000
7779,5,18816.0000
7779,6,9408.0000
7779,7,28224.0000
7779,8,34601.2800
7779,9,64801.9200
7780,8,6531.8400
7781,3,33485.7600
7781,4,9408.0000
7781,5,9408.0000
7781,6,9408.0000
7781,9,121091.0400
7783,3,9408.0000
7783,8,18816.0000
7784,3,36832.3200
7784,4,5261.7600
7784,5,17156.1600
7784,6,34312.3200
7784,7,75257.2800
7784,8,15785.2800
7784,9,5261.7600
7785,5,5261.7600
7785,6,69995.5200
7785,7,40944.9600
7785,8,17156.1600
7785,9,40944.9600
7786,3,59472.0000
7786,4,11894.4000
7786,5,40944.9600
7786,7,80519.0400
7786,8,17156.1600
7786,9,52839.3600
7853,4,658.8000
7853,5,329.4000
7853,8,658.8000
7853,9,329.4000
7854,3,329.4000
7854,4,329.4000
7854,5,329.4000
7854,8,329.4000
7854,9,329.4000
7855,8,329.4000
7857,3,2089.4400
7857,4,3987.2800
7857,5,5201.5600
7857,8,1435.8200
7857,9,5419.4600
7861,8,329.4000
7861,9,329.4000
7878,3,329.4000
7878,4,658.8000
7878,5,1317.6000
7878,8,1317.6000
7878,9,658.8000
7881,4,725.8800
7881,5,5243.8400
7881,8,725.8800
7881,9,2037.4800
7882,4,6783.8400
7882,5,6500.4000
7882,6,1894.2000
7882,7,2156.5200
7882,8,1497.7200
7882,9,2177.6400
7890,5,17056.8000
7890,6,28951.2000
7890,7,47577.6000
7890,8,11894.4000
7890,9,11894.4000
7891,3,23788.8000
7891,4,11894.4000
7891,5,11894.4000
7891,6,40845.6000
7891,7,40845.6000
7895,3,126129.6000
7895,4,17056.8000
7895,5,17056.8000
7895,6,51170.4000
7895,7,109072.8000
7895,8,52740.0000
7895,9,22219.2000
7900,3,2553.0000
7900,4,3046.5000
7900,5,7016.9800
7900,6,355.7400
7900,8,1497.7200
7900,9,5445.8000
7901,8,329.4000
7902,5,1497.7200
7902,9,1342.4000
7904,3,329.4000
7904,4,988.2000
7904,5,2338.5200
7904,6,1317.6000
7904,7,988.2000
7904,8,329.4000
7904,9,1976.4000
7915,5,329.4000
7915,6,658.8000
7915,9,658.8000
7917,3,329.4000
7917,4,329.4000
7917,5,329.4000
7917,6,658.8000
7917,7,329.4000
7917,8,988.2000
7917,9,329.4000
7933,3,3010.6800
7933,4,6115.4400
7933,5,10298.7200
7933,6,4942.8400
7933,7,2690.8000
7933,8,5476.9400
7933,9,7643.4800
7935,8,329.4000
7938,8,456.5400
7939,4,1217.4400
7939,5,152.1800
7939,6,847.8600
7939,7,913.0800
7940,5,6412.3300
7940,6,8803.7300
7940,7,1706.5900
7941,3,1739.2000
7941,4,1043.5200
7941,5,1760.9400
7941,6,1402.2300
7941,7,2260.9600
7943,6,152.1800
7946,3,695.6800
7946,6,1217.4400
7947,5,1369.6200
7947,6,304.3600
7947,7,1152.2200
7947,8,1565.2800
7948,3,37555.2000
7948,6,24168.9600
7948,7,24168.9600
7949,3,16704.0000
7949,6,40872.9600
7949,7,24168.9600
7950,7,1391.3600
7952,7,347.8400
7959,3,1217.4400
7959,4,1173.9600
7959,5,1391.3600
7959,6,1108.7400
7959,7,456.5400
7960,7,1391.3600
7962,5,347.8400
7963,5,14213.7600
7963,6,7464.9600
7963,8,14213.7600
7964,5,14213.7600
7964,6,26570.4000
7964,7,7464.9600
7964,8,7464.9600
7965,5,21346.5600
7965,6,89365.4400
7965,9,43025.2800
7973,3,1130.4800
7973,4,1630.5000
7973,5,3793.6300
7973,6,1739.2000
7973,7,1391.3600
7975,4,304.3600
7975,5,12478.7600
7983,3,1742.9600
7983,4,3290.5400
7983,5,1408.5600
7983,6,2190.9600
7983,7,3304.7000
7983,9,4048.0000
7984,3,4821.2000
7984,4,7031.3000
7984,5,12456.0000
7984,6,1955.8400
7984,7,3410.8800
7984,8,1862.4000
7984,9,1497.6000
7985,3,8296.7800
7985,4,3478.5600
7985,5,5320.4000
7985,6,9781.1800
7985,7,6781.9800
7985,8,2193.1200
7985,9,2995.2000
7986,3,1267.2000
7986,4,748.8000
7986,5,5395.9200
7986,6,3120.6600
7986,7,1082.3000
7986,8,556.8000
7986,9,2550.4000
7987,3,9966.2400
7987,4,2188.8000
7987,5,2119.0400
7987,6,8669.2800
7987,7,748.8000
7987,8,748.8000
7987,9,6109.9200
7988,3,4149.8400
7988,4,2367.3600
7988,5,7382.8000
7988,6,10709.8800
7988,7,4321.9000
7988,8,1305.6000
7988,9,304.0000
7989,5,2888.1600
7989,6,7514.6000
7989,7,3626.3800
7989,8,2636.8800
7989,9,5532.8800
7990,3,6565.6200
7990,4,2910.6600
7990,5,8646.3800
7990,6,9084.7200
7990,7,6435.3000
7990,9,2105.6000
8001,3,230491.4300
8001,4,245507.6800
8001,5,233295.9800
8001,6,227429.6600
8001,7,219920.6500
8001,8,219883.6300
8001,9,198198.2600
8002,3,232008.6700
8002,4,261087.5700
8002,5,260905.4500
8002,6,246214.4400
8002,7,230813.3000
8002,8,253620.9400
8002,9,233370.1400
8003,3,126311.2100
8003,4,124146.5600
8003,5,117454.7000
8003,6,115195.0900
8003,7,117839.0800
8003,8,117036.3600
8003,9,125130.2600
8004,3,107689.7800
8004,4,105563.6100
8004,5,109599.6100
8004,6,109151.6300
8004,7,109870.4000
8004,8,110378.3700
8004,9,110289.7800
8005,3,32749.6400
8005,4,50167.5700
8005,5,37211.5200
8005,6,33427.3100
8005,7,31303.1700
8005,8,33082.2000
8005,9,33952.6400
8006,3,44615.0100
8006,4,45884.8700
8006,5,44487.7200
8006,6,50039.0800
8006,7,42534.6700
8006,8,68186.5500
8006,9,44417.4500
8007,3,39432.7300
8007,4,42894.2300
8007,5,36069.6700
8007,6,34787.8500
8007,7,44704.4900
8007,8,58344.6000
8007,9,36406.0700
8008,3,45531.6600
8008,4,50643.8200
8008,5,44666.2700
8008,6,45057.9400
8008,7,46273.8600
8008,8,42857.8900
8008,9,44248.9200
8009,3,40212.8600
8009,4,41637.0200
8009,5,40949.2400
8009,6,43516.1200
8009,7,42153.3000
8009,8,42613.7100
8009,9,40854.3200
8010,3,46273.2900
8010,4,53055.3100
8010,5,50476.9600
8010,6,45952.8400
8010,7,50293.6700
8010,8,49399.0700
8010,9,46637.6500
8011,3,62205.0500
8011,4,54252.0400
8011,5,55467.9300
8011,6,50707.8100
8011,7,51061.6400
8011,8,53858.3800
8011,9,47759.5900
8012,3,14273.1700
8012,4,15436.9100
8012,5,11372.2900
8012,6,8990.6200
8012,7,14524.9400
8012,8,25049.5800
8012,9,22821.3200
8013,3,42353.7400
8013,4,35849.0800
8013,5,31219.2900
8013,6,49510.9700
8013,7,56762.1600
8013,8,21855.2700
8013,9,23713.8700
8014,3,16646.8400
8014,4,18083.0900
8014,5,19200.0700
8014,6,14806.3600
8014,7,19677.2000
8014,8,18020.5600
8014,9,17480.8300
8015,3,13165.1900
8015,4,15608.6900
8015,5,13365.4900
8015,6,11587.4200
8015,7,12851.8800
8015,8,13590.9100
8015,9,13351.6200
8016,4,355.7400
8016,5,1189.4400
8016,8,21858.9800
8017,3,21952.1000
8017,4,23486.5500
8017,5,25769.0300
8017,6,31126.4600
8017,7,22182.4800
8017,8,26602.4600
8017,9,40682.4000
8018,3,6401.8400
8018,4,10542.0800
8018,5,10226.2500
8018,6,10304.6300
8018,7,14095.8500
8018,8,16078.2800
8018,9,21823.7200
8019,3,1429.4000
8019,4,8034.7800
8019,5,22433.6500
8019,6,8280.4400
8019,7,4480.6800
8019,8,13039.7200
8019,9,11710.6600
8020,3,1430.6400
8020,4,5560.0000
8020,5,8939.5400
8020,6,2026.0000
8020,7,1696.6000
8020,8,13202.9200
8020,9,7074.6000
8021,3,2490.4700
8021,4,16590.0500
8021,5,14634.7000
8021,6,9494.3100
8021,7,8124.2000
8021,8,30622.0500
8021,9,10443.2200
8022,3,329.4000
8024,4,1317.6000
8024,5,988.2000
8024,6,1647.0000
8024,7,329.4000
8024,8,1317.6000
8024,9,1317.6000
8025,3,11894.4000
8025,4,11894.4000
8025,5,20054.1200
8025,7,46008.0000
8025,8,28699.2000
8025,9,28951.2000
8026,3,658.8000
8026,4,329.4000
8026,5,329.4000
8026,6,329.4000
8026,7,329.4000
8026,8,658.8000
8026,9,329.4000
8027,4,2727.0800
8027,5,1317.6000
8028,4,4507.2000
8028,5,4359.6800
8029,3,8685.6000
8029,4,362.1200
8029,5,724.2400
8029,8,8685.6000
8030,3,3586.3200
8030,4,6036.6800
8030,5,23904.3800
8030,6,3633.1200
8030,7,1101.2400
8030,8,5928.9800
8030,9,6874.9000
8031,4,329.4000
8031,5,658.8000
8031,9,9056.6400
8034,4,396.4800
8034,5,3498.9200
8035,3,329.4000
8035,4,658.8000
8035,5,329.4000
8035,8,329.4000
8038,3,691.5200
8038,4,4373.2400
8038,5,1760.0400
8038,6,988.2000
8038,7,329.4000
8038,8,329.4000
8038,9,329.4000
8039,4,1368.7400
8039,5,2984.6800
8040,3,4890.2400
8040,6,8250.9000
8040,8,9780.4800
8041,8,13946.8800
8042,4,1317.6000
8042,5,329.4000
8042,6,329.4000
8042,9,329.4000
8043,4,658.8000
8045,3,329.4000
8045,9,329.4000
8046,3,988.2000
8046,4,3377.8600
8046,5,2769.3600
8046,8,1317.6000
8046,9,988.2000
8047,5,329.4000
8049,4,2889.7200
8049,5,1781.1600
8050,3,5219.6400
8050,4,329.4000
8050,5,1317.6000
8050,6,329.4000
8050,7,1317.6000
8050,8,329.4000
8050,9,8250.9000
8051,3,18887.1100
8051,4,17643.7000
8051,5,17749.4000
8051,6,21372.0700
8051,7,20478.6600
8051,8,22011.9700
8051,9,20632.8700
8052,3,67552.1000
8052,4,46147.3200
8052,5,59221.7700
8052,6,51827.9800
8052,7,62547.9400
8052,8,62557.0100
8052,9,67067.9300
8053,3,15789.7400
8053,4,15781.9300
8053,5,12079.5400
8053,6,11814.3100
8053,7,13176.5300
8053,8,11785.1800
8053,9,9990.1400
8054,3,16960.7900
8054,4,23097.4800
8054,5,13624.3700
8054,6,19849.3100
8054,7,20353.0400
8054,8,22793.6400
8054,9,18934.3400
8055,3,24282.2200
8055,4,27129.1900
8055,5,23878.9300
8055,6,22352.5100
8055,7,29454.0600
8055,8,27969.4800
8055,9,25998.2700
8056,3,66606.9000
8056,6,17056.8000
8056,7,43381.0900
8056,8,29502.2700
8056,9,29415.4000
8057,3,658.8000
8057,4,329.4000
8057,7,988.2000
8057,8,329.4000
8058,3,658.8000
8058,4,329.4000
8058,7,988.2000
8058,8,1317.6000
8059,9,329.4000
8060,3,988.2000
8060,4,5475.3200
8060,5,6718.6400
8060,6,658.8000
8060,7,1647.0000
8060,8,1317.6000
8060,9,329.4000
8061,3,16154.5000
8061,4,20569.5200
8061,5,19565.2700
8061,6,17464.1100
8061,7,17488.9800
8061,8,19550.2500
8061,9,21524.6600
8062,6,9056.6400
8062,9,63396.4800
8063,3,658.8000
8063,4,988.2000
8063,5,658.8000
8063,8,988.2000
8063,9,658.8000
8064,3,329.4000
8064,4,1317.6000
8064,5,329.4000
8064,8,658.8000
8064,9,988.2000
8065,3,658.8000
8065,6,988.2000
8065,7,329.4000
8066,4,4873.7000
8066,5,3875.8200
8066,9,9056.6400
8067,7,4890.2400
8067,8,15262.3200
8068,3,5609.5200
8068,4,12316.5600
8068,5,11182.7600
8068,6,4611.6000
8068,7,3623.4000
8068,8,9407.6400
8068,9,6155.2800
8070,3,658.8000
8070,4,1976.4000
8070,5,1976.4000
8070,6,658.8000
8070,7,329.4000
8070,8,988.2000
8070,9,2305.8000
8071,3,6175.2200
8071,4,10745.0600
8071,5,21371.8000
8071,6,716.3200
8071,7,362.1200
8071,8,12709.1000
8071,9,16078.3200
8072,3,3194.3200
8072,4,4696.2800
8072,5,3608.2800
8072,6,354.2000
8072,7,354.2000
8072,8,988.2000
8072,9,2635.2000
8073,3,2957.3800
8073,4,954.6400
8073,5,10566.1600
8073,6,3396.2800
8073,7,1370.2800
8073,8,3925.9800
8073,9,10413.9200
8074,3,658.8000
8074,4,1317.6000
8074,5,1317.6000
8074,8,1976.4000
8074,9,329.4000
8079,3,9780.4800
8079,4,9780.4800
8080,3,988.2000
8080,4,1020.9200
8080,5,724.2400
8080,6,362.1200
8080,8,988.2000
8080,9,658.8000
8081,5,1317.6000
8081,6,988.2000
8081,7,658.8000
8082,6,13766.4000
8082,7,1147.2000
8083,4,11894.4000
8083,5,11894.4000
8083,6,11894.4000
8083,7,17056.8000
8083,8,22219.2000
8083,9,3441.6000
8084,6,6883.2000
8084,9,573.6000
8086,3,8250.9000
8086,7,8250.9000
8087,8,8250.9000
8088,8,9056.6400
8089,3,1020.9200
8089,4,1679.7200
8089,5,329.4000
8089,6,1317.6000
8089,7,1712.4400
8089,8,2009.1200
8089,9,362.1200
8090,3,3087.2800
8090,4,750.6800
8090,5,6980.5800
8090,6,792.9600
8090,7,667.5200
8090,8,2115.7800
8090,9,4947.8800
8091,8,9056.6400
8092,3,5961.3400
8092,4,5391.8600
8092,5,8309.7800
8092,6,1679.7200
8092,7,1588.6400
8092,8,6144.3800
8092,9,6067.5400
8093,3,1350.3200
8093,4,1020.9200
8093,5,2009.1200
8093,6,1020.9200
8093,7,1350.3200
8093,8,1679.7200
8093,9,1647.0000
8094,3,329.4000
8094,4,329.4000
8094,5,1647.0000
8094,8,658.8000
8094,9,1317.6000
8095,3,988.2000
8095,4,329.4000
8095,5,2305.8000
8095,6,329.4000
8095,7,1020.9200
8095,8,1679.7200
8096,3,329.4000
8096,4,658.8000
8096,5,658.8000
8096,8,12407.9000
8096,9,13066.7000
8097,3,329.4000
8097,4,658.8000
8097,5,329.4000
8097,7,12078.5000
8099,3,7959.5200
8099,4,7476.3400
8099,5,9899.6800
8099,6,9110.3200
8099,7,5671.9200
8099,8,329.4000
8099,9,3592.8000
8100,5,6628.5200
8100,6,2989.4000
8100,7,988.2000
8100,8,3608.2800
8100,9,4425.0800
8101,3,658.8000
8101,4,658.8000
8101,5,1350.3200
8101,6,988.2000
8101,7,658.8000
8101,8,988.2000
8101,9,988.2000
8102,3,1055.2800
8102,4,725.8800
8102,5,13591.6600
8102,6,1342.4000
8102,7,1647.0000
8102,8,3436.8800
8102,9,9093.2800
8103,8,14872.5600
8103,9,658.8000
8104,3,329.4000
8104,4,1482.3000
8104,5,2635.2000
8104,6,988.2000
8104,7,1317.6000
8104,8,658.8000
8105,5,658.8000
8105,6,329.4000
8105,7,10341.2400
8105,8,5591.1600
8105,9,329.4000
8106,6,7132.8000
8107,3,2357.7600
8107,4,7739.5200
8107,5,19812.8800
8107,6,2552.7200
8107,7,939.0300
8107,8,1055.5200
8107,9,2769.6000
8108,3,41232.1300
8108,4,71018.8300
8108,5,67608.7800
8108,6,67835.6600
8108,7,71046.0400
8108,8,123446.1500
8108,9,108874.0800
8110,3,7279.5600
8110,4,8342.7200
8110,5,15671.8800
8110,6,14580.2800
8110,7,3943.6800
8110,8,6655.6800
8110,9,16211.5200
8112,3,1062.6000
8112,4,1375.1200
8112,5,22347.1000
8112,6,3627.2000
8112,7,7547.2800
8112,8,13911.3800
8112,9,1053.6400
8113,3,46514.2600
8113,4,80070.1100
8113,5,76250.5600
8113,6,76472.5000
8113,7,80104.5000
8113,8,147479.9500
8113,9,143100.1100
8115,4,24157.0000
8116,3,5637.4000
8116,4,7072.2800
8116,5,19985.7200
8116,6,5218.0800
8116,7,2627.8400
8116,8,11334.9200
8116,9,11049.0800
8119,4,362.1200
8119,5,362.1200
8119,6,362.1200
8119,7,362.1200
8119,8,362.1200
8120,3,988.2000
8120,4,658.8000
8120,5,724.2400
8120,6,362.1200
8120,7,1020.9200
8120,8,2009.1200
8120,9,988.2000
8122,5,8115.3400
8122,6,354.2000
8122,7,988.2000
8122,8,4084.2800
8122,9,1484.4900
8123,7,329.4000
8123,8,329.4000
8124,3,3288.2000
8124,4,8613.9400
8124,5,8405.5600
8124,6,9157.1600
8124,7,1416.8000
8124,8,354.2000
8124,9,3332.1200
8125,6,362.1200
8126,8,9056.6400
8130,3,988.2000
8130,4,329.4000
8130,5,329.4000
8130,6,329.4000
8130,7,329.4000
8130,8,1020.9200
8130,9,658.8000
8131,8,9056.6400
8134,5,2009.1200
8134,6,658.8000
8134,7,329.4000
8134,8,658.8000
8134,9,329.4000
8137,3,3746.1600
8137,4,2861.2800
8137,5,9849.0800
8137,7,354.2000
8137,8,17549.1800
8137,9,9489.8000
8138,5,1317.6000
8138,6,329.4000
8138,7,658.8000
8138,8,658.8000
8138,9,658.8000
8139,5,658.8000
8139,8,329.4000
8146,9,27169.9200
8147,3,23036.4000
8147,4,23061.0200
8147,5,29950.7600
8147,6,16548.7600
8147,7,16056.7200
8147,8,23026.0400
8147,9,20461.2200
8154,3,329.4000
8154,4,362.1200
8154,5,362.1200
8154,8,1020.9200
8154,9,658.8000
8159,3,11894.4000
8159,6,11894.4000
8159,9,15336.0000
8161,3,658.8000
8161,4,1317.6000
8161,5,1053.6400
8161,8,2009.1200
8161,9,988.2000
8168,3,988.2000
8168,4,2510.7200
8168,5,5246.5600
8168,6,1317.6000
8168,7,1647.0000
8169,3,15487.2000
8169,5,11894.4000
8169,6,11894.4000
8169,9,11894.4000
8170,8,12078.5000
8171,3,2181.3200
8171,4,6227.7000
8171,5,1104.8800
8171,6,1104.8800
8171,7,8367.4800
8171,8,329.4000
8171,9,1417.4000
8173,8,1679.7200
8173,9,1647.0000
8174,5,37564.8000
8174,6,27230.4000
8174,7,18777.6000
8174,8,3441.6000
8175,5,1020.9200
8176,5,4890.2400
8176,6,13946.8800
8176,7,4890.2400
8176,8,9780.4800
8176,9,21135.1400
8184,3,658.8000
8184,4,329.4000
8184,5,988.2000
8184,6,329.4000
8184,7,329.4000
8184,8,1317.6000
8188,3,329.4000
8193,8,658.8000
8193,9,329.4000
8196,8,329.4000
8196,9,329.4000
8201,6,3441.6000
8201,9,3441.6000
8205,8,3441.6000
8214,5,8648.8800
8214,6,2662.5600
8214,7,7311.2000
8214,8,8915.5200
8214,9,6868.8000
8220,5,5261.7600
8222,5,7464.9600
8234,4,22512.2400
8234,5,1543.6800
8236,4,329.4000
8237,4,658.8000
8237,5,658.8000
8238,4,1126.0400
8238,5,792.9600
8244,4,658.8000
8247,4,658.8000
8247,5,329.4000
8248,4,3135.1600
8248,5,5088.5200
8249,4,4890.2400
8249,7,8250.9000
8249,8,9056.6400
8251,4,658.8000
8261,4,658.8000
8261,5,988.2000
8265,5,17798.4000
8265,7,3441.6000
8265,8,10324.8000
8273,4,15134.1000
8273,5,11140.5600
8274,7,4890.2400
8274,8,9056.6400
8277,4,5063.7200
8277,5,2995.4400
8278,9,8250.9000
8295,8,8250.9000
8295,9,9626.0500
8300,5,35892.4800
8300,6,28811.5200
8319,5,13766.4000
8319,7,10324.8000
8319,8,3441.6000
8324,5,16183.2200
8324,6,14404.7000
8324,7,18169.3200
8324,8,6355.2000
8324,9,8390.4000
8330,3,4413.6400
8330,4,7153.4000
8330,5,14866.4800
8330,6,3837.9600
8330,7,1147.1600
8330,8,16417.3200
8330,9,13160.7800
8334,3,329.4000
8334,4,658.8000
8334,5,329.4000
8334,8,329.4000
8334,9,329.4000
8340,3,8250.2800
8340,4,7387.3800
8340,5,7938.3600
8340,6,8098.6000
8340,7,3338.4400
8340,8,1488.1600
8340,9,8903.7600
8341,3,4213.3600
8341,4,2627.4000
8341,5,10814.1400
8341,6,5425.8800
8341,7,1101.2400
8341,8,4514.2800
8341,9,5419.5000
8342,5,9888.0000
8342,8,3441.6000
8353,3,329.4000
8353,4,1317.6000
8353,5,1317.6000
8353,8,2338.5200
8353,9,1647.0000
8354,5,1712.4400
8354,8,658.8000
8354,9,658.8000
8355,3,658.8000
8355,4,988.2000
8355,5,2009.1200
8355,6,329.4000
8355,7,329.4000
8355,8,658.8000
8355,9,1647.0000
8357,7,8250.9000
8362,7,329.4000
8362,8,329.4000
8367,6,624.1200
8370,6,624.1200
8371,6,624.1200
8378,6,624.1200
8381,3,20329.4000
8381,9,8250.9000
8391,5,6921.6000
8398,7,978.3000
8399,5,659.2800
8402,3,336.9600
8402,5,658.8000
8402,7,760.9000
8403,3,329.4000
8403,8,658.8000
8403,9,329.4000
8405,3,658.8000
8405,4,329.4000
8405,7,658.8000
8405,8,988.2000
8405,9,658.8000
8408,6,1331.4400
8408,9,329.4000
8409,6,624.1200
8410,5,5904.7800
8410,6,6360.2200
8410,7,9131.5400
8410,9,11572.8000
8416,5,329.4000
8416,7,1021.7800
8416,8,329.4000
8417,3,658.8000
8417,4,988.2000
8417,5,22839.7200
8417,6,7464.9600
8417,7,7464.9600
8417,8,1679.7200
8417,9,988.2000
8418,6,1086.7200
8419,3,329.4000
8419,6,329.4000
8419,7,658.8000
8421,3,329.4000
8421,4,658.8000
8421,5,5546.4000
8421,6,5702.6400
8421,7,13881.2000
8421,8,2280.3600
8421,9,5746.4400
8423,5,7172.6400
8423,6,1978.7200
8423,7,852.8000
8423,8,1078.2000
8423,9,1190.2000
8424,3,354.2000
8424,4,1065.6800
8424,5,8712.6000
8424,6,396.4800
8424,7,2734.6200
8424,8,2713.9400
8424,9,1671.8000
8425,6,14597.7600
8425,8,8250.9000
8426,3,913.0800
8426,4,633.7600
8426,5,633.7600
8426,8,329.4000
8427,3,1101.2400
8427,4,771.8400
8427,5,1522.5200
8427,6,1126.0400
8427,7,1101.2400
8427,8,1455.4400
8427,9,2999.1200
8429,9,329.4000
8430,3,1940.1600
8430,4,3462.6800
8430,5,2336.6400
8430,6,1126.0400
8430,7,1543.6800
8430,8,771.8400
8430,9,1189.4400
8439,5,32716.8000
8439,9,6883.2000
8441,3,329.4000
8447,3,329.4000
8447,8,329.4000
8448,6,329.4000
8448,7,329.4000
8449,3,329.4000
8452,5,988.2000
8452,6,329.4000
8455,5,329.4000
8456,6,1086.3600
8458,7,329.4000
8463,8,12713.0500
8464,7,329.4000
8464,8,329.4000
8468,5,329.4000
8468,6,329.4000
8468,7,329.4000
8470,5,329.4000
8470,8,329.4000
8470,9,12407.9000
8473,6,6883.2000
8473,7,3441.6000
8473,8,3441.6000
8473,9,10324.8000
8474,4,329.4000
8474,6,3441.6000
8474,7,7212.6000
8474,8,329.4000
8474,9,658.8000
8475,4,362.1200
8475,5,329.4000
8475,6,3441.6000
8475,7,10324.8000
8475,8,4100.4000
8475,9,7212.6000
8476,5,3772.4200
8476,6,988.2000
8476,7,329.4000
8476,8,2727.0800
8476,9,1502.9000
8477,3,1543.6800
8477,4,771.8400
8477,8,354.2000
8477,9,329.4000
8501,3,169884.9000
8501,4,197836.2500
8501,5,163938.2000
8501,6,223962.8000
8501,7,131572.2500
8501,8,177729.3500
8501,9,240157.8400
8502,3,62266.8500
8502,4,78254.1500
8502,5,65791.2100
8502,6,54703.5000
8502,7,79712.1600
8502,8,55477.7000
8502,9,72651.2000
8508,8,329.4000
8508,9,329.4000
8518,9,988.2000
8520,8,8250.9000
8523,3,329.4000
8523,4,329.4000
8523,5,329.4000
8524,3,658.8000
8524,4,988.2000
8524,5,658.8000
8525,4,988.2000
8525,5,1976.4000
8525,8,362.1200
8526,3,329.4000
8526,4,329.4000
8526,5,658.8000
8526,6,329.4000
8527,5,329.4000
8527,6,329.4000
8527,7,329.4000
8527,8,329.4000
8529,3,329.4000
8529,4,329.4000
8529,5,658.8000
8529,8,329.4000
8530,3,329.4000
8530,4,329.4000
8530,5,543.3800
8534,3,5261.7600
8534,4,10523.5200
8538,5,329.4000
8538,9,329.4000
8540,4,1317.6000
8540,5,988.2000
8540,8,329.4000
8540,9,329.4000
8541,5,21678.7200
8541,6,21678.7200
8543,6,329.4000
8547,3,543.3600
8547,4,329.4000
8547,6,543.3600
8549,3,329.4000
8549,4,329.4000
8549,5,329.4000
8551,3,1873.0400
8551,4,3353.2800
8551,5,6193.4000
8551,6,624.1200
8551,8,4624.9200
8551,9,2479.4000
8553,3,329.4000
8553,6,624.1200
8556,6,624.1200
8557,6,624.1200
8560,6,624.1200
8561,6,624.1200
8562,6,624.1200
8566,3,771.8400
8566,4,2975.8200
8566,5,10072.1600
8566,8,26933.7800
8566,9,2381.7400
8567,3,1347.8400
8570,7,347.8400
8570,8,329.4000
8570,9,329.4000
8571,3,355.7400
8571,5,1585.9200
8571,6,2305.8000
8571,7,2035.0200
8571,8,3573.9200
8571,9,1647.0000
8572,4,792.9600
8572,5,3680.5800
8573,5,1827.1200
8575,5,659.2800
8586,6,1647.0000
8603,5,46158.7000
